OG	UID	NAME
Nk52_evm89s1444	C4L8X4	Translation initiation factor IF-2
Nk52_evm76s1444	O62846	cAMP-dependent protein kinase catalytic subunit gamma 
Nk52_evm16s1400	O88799	Zonadhesin
Nk52_evm67s1444	B0JYX6	Transmembrane protein 218
Nk52_evm36s1401	Q8ERS1	Putative phosphoesterase OB1230 
Nk52_evm1s1395	Q52997	Uncharacterized protein R00370
Nk52_evm1s1360	Q57753	Uncharacterized protein MJ0305
Nk52_evm1s1336	Q9FBM3	Exodeoxyribonuclease 7 large subunit 
Nk52_evm1s1324	Q52978	Probable K
Nk52_evm1s1310	O31074	Type II restriction enzyme SacI 
Nk52_evm15s1129	P53846	Protein LTO1 
Nk52_evm69s1073	Q0BUP1	Small ribosomal subunit protein uS17 
Nk52_evm40s1073	Q96DT5	Dynein axonemal heavy chain 11 
Nk52_evm9s1073	Q969V6	Myocardin-related transcription factor A 
Nk52_evm1s1044	Q8BTI7	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C 
Nk52_evm1s1038	P97348	Rho-related GTP-binding protein RhoD
Nk52_evm1s1020	O60129	Fork head protein homolog 2
Nk52_evm8s967	Q8VE88	Protein FAM114A2
Nk52_evm1s946	Q93VM8	Copper transporter 5 
Nk52_evm13s859	Q9MBF8	"Dynein-1-beta heavy chain, flagellar inner arm I1 complex "
Nk52_evm101s914	F1QBY1	Nipped-B-like protein B
Nk52_evm11s913	Q92664	Transcription factor IIIA 
Nk52_evm12s859	Q0VDD8	Dynein axonemal heavy chain 14 
Nk52_evm82s745	P0C6U4	Replicase polyprotein 1a 
Nk52_evm63s745	Q9FL51	Probably inactive leucine-rich repeat receptor-like protein kinase At5g06940
Nk52_evm40s745	A4II98	Transmembrane protein 41B
Nk52_evm4s738	Q05017	"Phospholipase B1, membrane-associated "
Nk52_evm58s745	Q5RFI2	Ras-related protein Rab-28
Nk52_evm1s697	B2GM49	Succinate--CoA ligase [ADP-forming] subunit beta 
Nk52_evm18s684	Q5URA5	Uncharacterized protein L143
Nk52_evm1s686	P85207	Dihydrolipoyl dehydrogenase 
Nk52_evm8s684	P27190	DNA primase TraC 
Nk52_evm7s649	Q21313	Laminin-like protein epi-1 
Nk52_evm12s628	Q5UR04	Putative ankyrin repeat protein R911
Nk52_evm5s649	P24043	Laminin subunit alpha-2 
Nk52_evm7s639	Q8TDC3	Serine/threonine-protein kinase BRSK1 
Nk52_evm2s634	Q9SR05	Receptor-like protein kinase ANXUR1 
Nk52_evm25s621	F1QBY1	Nipped-B-like protein B
Nk52_evm34s621	Q9ERV7	p53-induced death domain-containing protein 1 
Nk52_evm1s604	Q9C0I9	Leucine-rich repeat-containing protein 27
Nk52_evm5s598	Q8IDX6	Reticulocyte-binding protein homolog 2a 
Nk52_evm5s571	P0CE12	E3 ubiquitin-protein ligase SspH2 
Nk52_evm17s578	B0W6M9	Leucine-rich repeat protein soc-2 homolog 
Nk52_evm15s578	Q54DA7	Ras-related protein Rab-4
Nk52_evm17s564	Q5BIS9	5'-AMP-activated protein kinase subunit beta-1 
Nk52_evm38s554	P9WQG4	Uncharacterized N-acetyltransferase MT2743 
Nk52_evm32s554	Q96QE2	Proton myo-inositol cotransporter 
Nk52_evm5s553	Q58961	Uncharacterized protein MJ1566
Nk52_evm17s553	Q09830	TBC domain-containing protein C4G8.04
Nk52_evm1s511	P0C6U3	Replicase polyprotein 1a 
Nk52_evm6s533	Q9LFH0	ABC transporter G family member 37 
Nk52_evm18s490	O32003	SPbeta prophage-derived aminoglycoside N
Nk52_evm15s490	Q99P99	Histone deacetylase 4 
Nk52_evm12s490	O23733	Cysteine synthase 
Nk52_evm117s485	P16157	Ankyrin-1 
Nk52_evm78s485	Q01820	Protein germ cell-less
Nk52_evm65s485	A7YWH9	Inactive rhomboid protein 1 
Nk52_evm9s470	Q5DU41	Volume-regulated anion channel subunit LRRC8B 
Nk52_evm8s470	Q8CQD9	Accumulation-associated protein
Nk52_evm3s484	P48963	Cyclin-dependent kinase 2 
Nk52_evm1s401	P34918	Glyceraldehyde-3-phosphate dehydrogenase 3 
Nk52_evm1s393	Q9Y6B7	AP-4 complex subunit beta-1 
Nk52_evm5s386	O82239	E3 ubiquitin-protein ligase RFI2 
Nk52_evm11s374	Q55CT1	NADPH--cytochrome P450 reductase 
Nk52_evm10s370	Q8N0U4	Protein FAM185A
Nk52_evm1s368	Q9LXB8	Protein PELPK1 
Nk52_evm2s362	Q9LXB8	Protein PELPK1 
Nk52_evm7s361	Q8SRE1	Peptidyl-prolyl cis-trans isomerase 
Nk52_evm44s359	Q9SVU0	Probable indole-3-pyruvate monooxygenase YUCCA8 
Nk52_evm40s359	Q5RJI5	Serine/threonine-protein kinase BRSK1 
Nk52_evm18s358	Q9V438	Protein disulfide-isomerase A6 homolog 
Nk52_evm14s356	P23897	Guanylyl cyclase C 
Nk52_evm98s352	Q28DH9	Centrosomal protein of 76 kDa 
Nk52_evm83s352	Q00449	Multidrug resistance protein homolog 49 
Nk52_evm64s352	P24043	Laminin subunit alpha-2 
Nk52_evm34s352	Q61263	Sterol O-acyltransferase 1 
Nk52_evm40s352	Q922R8	Protein disulfide-isomerase A6 
Nk52_evm33s352	Q6C2X0	cAMP-dependent protein kinase regulatory subunit 
Nk52_evm22s343	E1VBT6	Putative glutathione-dependent formaldehyde-activating enzyme 
Nk52_evm20s348	P24043	Laminin subunit alpha-2 
Nk52_evm27s352	Q9C5J6	tRNA dimethylallyltransferase 9 
Nk52_evm6s332	Q94C40	CBL-interacting serine/threonine-protein kinase 17 
Nk52_evm1s330	Q3AK46	33 kDa chaperonin 
Nk52_evm5s326	Q54HS9	AP-1 complex subunit mu 
Nk52_evm7s325	P13993	Repetitive proline-rich cell wall protein 2
Nk52_evm13s322	P25251	Cysteine proteinase COT44 
Nk52_evm2s313	Q8IID4	Dynein heavy chain-like protein 2
Nk52_evm7s319	Q5RIM0	LYR motif-containing protein 2
Nk52_evm10s311	O45818	Serine/threonine-protein kinase dkf-2 
Nk52_evm33s293	G5EDB2	Probable dual specificity protein kinase madd-3 
Nk52_evm11s293	Q6I5I8	Calcium-dependent protein kinase 16 
Nk52_evm9s292	Q6GPJ5	Leucine-rich repeat-containing protein 40
Nk52_evm7s290	P25256	Tylosin resistance ATP-binding protein TlrC
Nk52_evm33s288	B7QIN3	Protein SMIM7 homolog
Nk52_evm3s285	C0ZKI1	Proline iminopeptidase 
Nk52_evm15s282	Q4V8R6	Transcription factor E4F1 
Nk52_evm7s279	O22265	"Signal recognition particle 43 kDa protein, chloroplastic "
Nk52_evm28s279	Q9LD83	Guard cell S-type anion channel SLAC1 
Nk52_evm4s277	Q0BW82	Chaperone protein DnaK 
Nk52_evm18s273	O94248	Midasin 
Nk52_evm33s272	Q501V0	Serine/threonine-protein kinase H1 homolog 
Nk52_evm41s270	Q8W4Q3	Plant intracellular Ras-group-related LRR protein 3
Nk52_evm13s270	Q6GLQ4	Serine/threonine-protein phosphatase 1 regulatory subunit 10
Nk52_evm12s267	P77234	Sel1-repeat-containing protein YbeQ
Nk52_evm32s255	Q9R1L5	Microtubule-associated serine/threonine-protein kinase 1 
Nk52_evm41s252	P16053	Neurofilament medium polypeptide 
Nk52_evm24s255	Q8IS20	Ras guanine nucleotide exchange factor C 
Nk52_evm8s252	P10636	Microtubule-associated protein tau 
Nk52_evm31s250	B4QVR7	Leucine-rich repeat protein soc-2 homolog 
Nk52_evm17s249	Q8NFT8	Delta and Notch-like epidermal growth factor-related receptor
Nk52_evm14s245	Q9Y575	Ankyrin repeat and SOCS box protein 3 
Nk52_evm1s245	Q00771	Calcium/calmodulin-dependent protein kinase cmkA 
Nk52_evm54s242	Q5UQ13	Collagen-like protein 2
Nk52_evm45s242	Q7CXI0	Acetyltransferase Atu2258 
Nk52_evm52s240	B8JKV0	Protein AMN1 homolog
Nk52_evm35s240	Q16816	"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform "
Nk52_evm60s239	Q59037	Chromosome partition protein Smc
Nk52_evm20s236	Q7KRY7	Protein lap4 
Nk52_evm8s235	Q08DV6	Ankyrin repeat and SOCS box protein 3 
Nk52_evm2s235	Q54I71	Protein aardvark 
Nk52_evm8s228	Q8IDX6	Reticulocyte-binding protein homolog 2a 
Nk52_evm34s234	Q3TAS6	ER membrane protein complex subunit 10 
Nk52_evm159s226	Q02PG5	Glyceraldehyde-3-phosphate dehydrogenase-like protein 
Nk52_evm47s226	Q8IZ02	Leucine-rich repeat-containing protein 34
Nk52_evm28s226	Q9ERV7	p53-induced death domain-containing protein 1 
Nk52_evm39s224	P77234	Sel1-repeat-containing protein YbeQ
Nk52_evm41s222	Q46EU3	UPF0215 protein Mbar_A0619
Nk52_evm4s222	C8WEG0	ATP-dependent zinc metalloprotease FtsH 
Nk52_evm125s221	P05095	Alpha-actinin A 
Nk52_evm6s222	Q9UKN7	Unconventional myosin-XV 
Nk52_evm107s221	P55202	Atrial natriuretic peptide receptor 2 
Nk52_evm80s221	O02298	Soluble guanylate cyclase gcy-35 
Nk52_evm77s221	Q5XGC9	Serum response factor-binding protein 1 
Nk52_evm5s219	Q72GN6	Chaperone protein DnaJ
Nk52_evm14s218	Q8AVM5	V-type proton ATPase 116 kDa subunit a1 
Nk52_evm3s217	A0JN52	Splicing factor 3B subunit 3 
Nk52_evm28s217	A6QPT7	Endoplasmic reticulum aminopeptidase 2 
Nk52_evm23s216	P0C6U4	Replicase polyprotein 1a 
Nk52_evm10s215	Q92834	X-linked retinitis pigmentosa GTPase regulator
Nk52_evm27s212	Q9QWW1	Homer protein homolog 2 
Nk52_evm14s212	O13298	Histone deacetylase phd1 
Nk52_evm19s212	P47812	Mitogen-activated protein kinase 14 
Nk52_evm50s210	P77234	Sel1-repeat-containing protein YbeQ
Nk52_evm104s208	P9WIJ4	Pyrrolidone-carboxylate peptidase 
Nk52_evm62s208	C6KTB7	Putative E3 ubiquitin-protein ligase protein PFF1365c 
Nk52_evm42s208	Q9T0E0	"Putative ATPase, plasma membrane-like"
Nk52_evm17s207	Q7Z020	Transient receptor potential cation channel subfamily A member 1 
Nk52_evm7s207	P27823	Pepsin F 
Nk52_evm4s172	Q5UQN0	Uncharacterized protein L437
Nk52_evm3s207	Q9UQ13	Leucine-rich repeat protein SHOC-2 
Nk52_evm7s168	P19584	Thermophilic beta-amylase 
Nk52_evm76s164	P0CV52	Secreted RxLR effector protein 124
Nk52_evm48s164	Q9CQV4	Reticulophagy regulator 3
Nk52_evm3s164	O14047	Serine/threonine-protein kinase ppk11 
Nk52_evm45s163	Q6ZN57	Zinc finger protein ZFP2 
Nk52_evm41s163	Q3V6T2	Girdin 
Nk52_evm23s163	G5EFX6	Slit homolog 1 protein 
Nk52_evm19s163	O94248	Midasin 
Nk52_evm14s159	Q54G14	Uncharacterized protein DDB_G0290685
Nk52_evm13s158	Q9SHU5	Probable ADP-ribosylation factor At2g15310
Nk52_evm63s153	O15910	Ribonucleoside-diphosphate reductase small chain 
Nk52_evm37s153	P28166	Zinc finger protein 1 
Nk52_evm14s152	P70744	Dextranase 
Nk52_evm82s151	A0A0F0IP79	Basic leucine zipper 
Nk52_evm75s151	B5DFC9	Nidogen-2 
Nk52_evm28s151	A0A0H2VDN9	Secretory immunoglobulin A-binding protein EsiB
Nk52_evm34s151	A7EB95	Protein yae1
Nk52_evm17s150	Q6NWW5	Kinesin-like protein KIF24
Nk52_evm31s147	Q9SVW8	Plant intracellular Ras-group-related LRR protein 4
Nk52_evm2s128	Q8JIY1	Disintegrin and metalloproteinase domain-containing protein 10 
Nk52_evm18s123	Q758R7	Mitochondrial division protein 1
Nk52_evm8s106	P39685	Nucleoporin POM152 
Nk52_evm14s96	Q04217	Probable ATP-dependent RNA helicase DHR1 
Nk52_evm7s89	P25927	Putative surface-exposed virulence protein BigA
Nk52_evm53s62	Q55GH9	Ras guanine nucleotide exchange factor W 
Nk52_evm5s89	Q9DBB9	Carboxypeptidase N subunit 2 
Nk52_evm27s62	Q40784	Putative glucose-6-phosphate 1-epimerase 
Nk52_evm13s62	P77234	Sel1-repeat-containing protein YbeQ
Nk52_evm8s62	E9Q5G3	Kinesin-like protein KIF23
Nk52_evm14s48	Q04832	DNA-binding protein HEXBP 
Nk52_evm1s41	Q8IID4	Dynein heavy chain-like protein 2
Nk52_evm1s42	A2C6S4	Ribose-5-phosphate isomerase A 
Nk52_evm30s24	P10547	Lysostaphin 
Nv.T1.9980.8	Q45401	Carbohydrate deacetylase 
Nv.T1.9970.1	Q9HX91	Uncharacterized protein PA3922
Nv.T1.9962.1	Q6NYD4	Protein MAK16 homolog 
Nv.T1.9947.1	Q9H7Z6	Histone acetyltransferase KAT8 
Nv.T1.9869.11	Q95332	Betaine--homocysteine S-methyltransferase 1 
Nv.T1.9722.2	Q8NEE6	F-box and leucine-rich repeat protein 13 
Nv.T1.9460.1	P62260	14-3-3 protein epsilon 
Nv.T1.943.1	A5A6H9	"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial "
Nv.T1.9431.4	Q72ER1	Translation initiation factor IF-2
Nv.T1.9416.2	Q99MV5	RNA helicase Mov10l1 
Nv.T1.9306.1	O16850	Forkhead box protein O 
Nv.T1.9198.1	Q924H0	Neuropeptide FF receptor 2 
Nv.T1.9203.2	Q21565	Putative ammonium transporter 3
Nv.T1.9085.1	Q03720	Calcium-activated potassium channel slowpoke 
Nv.T1.9161.2	Q17R09	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 
Nv.T1.8976.1	P29508	Serpin B3 
Nv.T1.8892.1	P54824	ATP-dependent RNA helicase ddx6 
Nv.T1.8792.1	Q9NRP7	Serine/threonine-protein kinase 36 
Nv.T1.888.1	Q96A58	Ras-related and estrogen-regulated growth inhibitor 
Nv.T1.873.1	Q4R7U0	Transmembrane channel-like protein 7
Nv.T1.8721.1	Q9H0K4	Radial spoke head protein 6 homolog A 
Nv.T1.8469.1	Q9JIZ9	Phospholipid scramblase 3 
Nv.T1.8443.1	Q9NRW7	Vacuolar protein sorting-associated protein 45 
Nv.T1.8431.2	Q5NU13	E3 ubiquitin-protein ligase makorin-2 
Nv.T1.8407.2	P22105	Tenascin-X 
Nv.T1.8338.2	C0HLJ4	Collagen alpha-2
Nv.T1.8313.26	Q3SZ63	Nucleolar protein 56 
Nv.T1.8309.2	E9Q4F7	Ankyrin repeat domain-containing protein 11
Nv.T1.8313.7	Q9D6Z1	Nucleolar protein 56 
Nv.T1.827.1	Q8CB62	Centrobin 
Nv.T1.8211.1	Q6JQN1	Acyl-CoA dehydrogenase family member 10 
Nv.T1.8064.4	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit 
Nv.T1.79877.1	P08537	Tubulin alpha chain 
Nv.T1.79873.1	P41383	Tubulin alpha-2/alpha-4 chain 
Nv.T1.79713.1	P53458	Actin-5 
Nv.T1.79716.1	P79818	"Actin, cytoplasmic 1 "
Nv.T1.79226.1	Q9C098	Serine/threonine-protein kinase DCLK3 
Nv.T1.79149.1	A7T0T1	Hemerythrin-like protein
Nv.T1.7917.2	Q54ED2	Exonuclease 1 
Nv.T1.77860.1	M0R8U1	Dynein axonemal heavy chain 5 
Nv.T1.7777.1	P30754	Fibril-forming collagen alpha chain
Nv.T1.77530.1	Q96AY4	Tetratricopeptide repeat protein 28 
Nv.T1.77378.1	Q7M761	Ovochymase-2 
Nv.T1.76462.1	Q0V8T7	Contactin-associated protein like 5-3 
Nv.T1.76517.1	P10401	Retrovirus-related Pol polyprotein from transposon gypsy [Includes: Reverse transcriptase 
Nv.T1.76255.1	Q9NVE5	Ubiquitin carboxyl-terminal hydrolase 40 
Nv.T1.76002.1	P20095	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2 
Nv.T1.75942.1	Q09575	Uncharacterized protein K02A2.6
Nv.T1.75873.1	Q09575	Uncharacterized protein K02A2.6
Nv.T1.75804.1	P0C6F1	Dynein axonemal heavy chain 2 
Nv.T1.7577.1	Q58D56	Developmentally-regulated GTP-binding protein 2 
Nv.T1.75514.1	Q9BYZ6	Rho-related BTB domain-containing protein 2 
Nv.T1.7540.2	P17276	Protein henna 
Nv.T1.75499.1	Q5SSH7	Zinc finger ZZ-type and EF-hand domain-containing protein 1
Nv.T1.75185.1	Q26548	Peptidyl-prolyl cis-trans isomerase E 
Nv.T1.75036.1	B3EWZ5	MAM and LDL-receptor class A domain-containing protein 1 
Nv.T1.74498.1	O46392	Collagen alpha-2
Nv.T1.7444.1	P00506	"Aspartate aminotransferase, mitochondrial "
Nv.T1.74640.1	Q9VZF4	F-box/WD repeat-containing protein 7 
Nv.T1.74225.1	Q3UJD6	Ubiquitin carboxyl-terminal hydrolase 19 
Nv.T1.74064.1	Q8IVF4	Dynein axonemal heavy chain 10 
Nv.T1.7390.2	F1RWC3	Cubilin 
Nv.T1.73904.1	Q9UA35	Solute carrier family 28 member 3 
Nv.T1.73729.1	Q9UEW3	Macrophage receptor MARCO 
Nv.T1.73595.1	Q5XXB5	DNA mismatch repair protein Msh2 
Nv.T1.73532.1	E9Q236	ATP-binding cassette sub-family C member 4 
Nv.T1.73218.1	Q8IVF4	Dynein axonemal heavy chain 10 
Nv.T1.73465.1	P35432	Actin-1 
Nv.T1.73129.1	P34036	"Dynein heavy chain, cytoplasmic "
Nv.T1.73031.1	Q9C0G6	Dynein axonemal heavy chain 6 
Nv.T1.72745.1	Q5E9T1	GDP-D-glucose phosphorylase 1 
Nv.T1.72705.1	P54358	DNA polymerase delta catalytic subunit 
Nv.T1.72428.1	Q0V9R3	DIS3-like exonuclease 2 
Nv.T1.72325.1	Q09575	Uncharacterized protein K02A2.6
Nv.T1.7216.1	P06761	Endoplasmic reticulum chaperone BiP 
Nv.T1.7209.5	Q86MA7	Protein PRQFV-amide [Cleaved into: AREFV-amide; PRQFV-amide 
Nv.T1.72077.1	Q63164	Dynein axonemal heavy chain 1 
Nv.T1.72007.1	Q5RHH4	Intraflagellar transport protein 172 homolog
Nv.T1.71936.1	Q9BYR4	Keratin-associated protein 4-3 
Nv.T1.71899.1	Q92887	ATP-binding cassette sub-family C member 2 
Nv.T1.71856.1	P54358	DNA polymerase delta catalytic subunit 
Nv.T1.71850.1	Q5NVL7	Peptidylprolyl isomerase domain and WD repeat-containing protein 1 
Nv.T1.718.1	Q96AY4	Tetratricopeptide repeat protein 28 
Nv.T1.71657.1	D3YXG0	Hemicentin-1 
Nv.T1.71617.1	F1RQM2	Phosphoacetylglucosamine mutase 
Nv.T1.7159.9	Q5ZJH9	H/ACA ribonucleoprotein complex subunit DKC1 
Nv.T1.7159.14	Q60YA8	Putative H/ACA ribonucleoprotein complex subunit 4 
Nv.T1.71338.9	P15941	Mucin-1 
Nv.T1.71338.8	P13813	110 kDa antigen 
Nv.T1.71338.5	P13813	110 kDa antigen 
Nv.T1.71338.4	P13813	110 kDa antigen 
Nv.T1.71256.1	Q29471	Annexin A13 
Nv.T1.71183.1	A6NHN0	Otolin-1
Nv.T1.71030.1	Q8TE73	Dynein axonemal heavy chain 5 
Nv.T1.70770.1	P06603	Tubulin alpha-1 chain 
Nv.T1.70183.1	Q6ZR08	Dynein axonemal heavy chain 12 
Nv.T1.70219.1	Q9FJ47	Senescence-specific cysteine protease SAG12 
Nv.T1.70384.2	Q17GM7	"Probable citrate synthase 1, mitochondrial "
Nv.T1.70128.1	Q8VHE6	Dynein axonemal heavy chain 5 
Nv.T1.70085.1	P07437	Tubulin beta chain 
Nv.T1.69955.2	Q8WXX0	Dynein axonemal heavy chain 7 
Nv.T1.70141.1	O95714	E3 ubiquitin-protein ligase HERC2 
Nv.T1.70134.1	P79114	Unconventional myosin-X 
Nv.T1.69785.4	P06914	Circumsporozoite protein 
Nv.T1.6977.2	P23206	Collagen alpha-1
Nv.T1.6977.7	P02462	Collagen alpha-1
Nv.T1.6977.6	C0HLH2	Collagen alpha-2
Nv.T1.695.2	Q8RY25	Nuclear pore complex protein NUP98A 
Nv.T1.6944.1	P60122	RuvB-like 1 
Nv.T1.68987.1	P21447	ATP-dependent translocase ABCB1 
Nv.T1.68902.5	P10079	Fibropellin-1 
Nv.T1.68907.1	A0JM23	Nephrocystin-3
Nv.T1.68747.1	P35555	Fibrillin-1 [Cleaved into: Asprosin]
Nv.T1.68644.1	Q09575	Uncharacterized protein K02A2.6
Nv.T1.68348.2	P0C6X2	Replicase polyprotein 1ab 
Nv.T1.68348.1	P0C6U3	Replicase polyprotein 1a 
Nv.T1.68247.1	Q96WV6	Uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02
Nv.T1.68172.8	P18294	"Creatine kinase, flagellar "
Nv.T1.68115.1	Q29P71	Myosin-VIIa 
Nv.T1.6810.2	P84184	"Actin-A3b, cytoplasmic "
Nv.T1.68032.1	Q01345	Na
Nv.T1.67904.1	Q8TE73	Dynein axonemal heavy chain 5 
Nv.T1.67567.1	B8A4W9	Lysyl oxidase homolog 3B 
Nv.T1.67284.4	Q9ULD0	"2-oxoglutarate dehydrogenase-like, mitochondrial "
Nv.T1.6692.1	Q4R5S7	Probable ATP-dependent RNA helicase DDX4 
Nv.T1.6678.1	Q61655	ATP-dependent RNA helicase DDX19A 
Nv.T1.66704.1	A2CI35	Dual serine/threonine and tyrosine protein kinase 
Nv.T1.66389.8	P02458	Collagen alpha-1
Nv.T1.66389.7	P02457	Collagen alpha-1
Nv.T1.66389.6	P23206	Collagen alpha-1
Nv.T1.66389.5	P23206	Collagen alpha-1
Nv.T1.66505.6	Q63170	Dynein axonemal heavy chain 7 
Nv.T1.66501.7	P23174	Phosphatidylcholine translocator ABCB4 
Nv.T1.66389.9	Q0VF58	Collagen alpha-1
Nv.T1.66389.23	P08121	Collagen alpha-1
Nv.T1.66389.22	P08121	Collagen alpha-1
Nv.T1.66389.21	P23206	Collagen alpha-1
Nv.T1.66389.19	C0HLJ8	Collagen alpha-2
Nv.T1.66389.2	P02466	Collagen alpha-2
Nv.T1.66389.16	C0HLJ0	Collagen alpha-2
Nv.T1.66389.4	P05997	Collagen alpha-2
Nv.T1.66389.3	P02466	Collagen alpha-2
Nv.T1.66389.15	P02466	Collagen alpha-2
Nv.T1.66389.14	P05997	Collagen alpha-2
Nv.T1.66389.13	Q0VF58	Collagen alpha-1
Nv.T1.66389.12	P02458	Collagen alpha-1
Nv.T1.66389.11	P23206	Collagen alpha-1
Nv.T1.6615.8	P21856	Rab GDP dissociation inhibitor alpha 
Nv.T1.6569.1	A0A0B4K7J2	E3 SUMO-protein ligase RanBP2 
Nv.T1.65760.1	Q04336	Uncharacterized protein YMR196W
Nv.T1.65652.1	Q05AL2	Protein phosphatase 1H 
Nv.T1.65556.8	Q55EQ3	Uncharacterized abhydrolase domain-containing protein DDB_G0269086 
Nv.T1.65556.16	Q55EQ3	Uncharacterized abhydrolase domain-containing protein DDB_G0269086 
Nv.T1.65488.8	Q29RK2	"Pyruvate carboxylase, mitochondrial "
Nv.T1.65488.7	Q05920	"Pyruvate carboxylase, mitochondrial "
Nv.T1.6538.1	P14519	"Serine hydroxymethyltransferase, mitochondrial "
Nv.T1.65325.1	Q24UI6	Translation initiation factor IF-2
Nv.T1.65248.1	Q02Y75	Xylose isomerase 
Nv.T1.65145.5	Q27331	V-type proton ATPase catalytic subunit A isoform 2 
Nv.T1.64933.1	Q2KHZ2	HBS1-like protein 
Nv.T1.65063.1	O35161	Cadherin EGF LAG seven-pass G-type receptor 1
Nv.T1.64794.1	O60673	DNA polymerase zeta catalytic subunit 
Nv.T1.64455.1	Q17QK3	Carboxypeptidase Q 
Nv.T1.64332.1	Q6ZR08	Dynein axonemal heavy chain 12 
Nv.T1.64322.2	Q91738	Focal adhesion kinase 1 
Nv.T1.64042.1	Q04336	Uncharacterized protein YMR196W
Nv.T1.64278.3	Q5SUR0	Phosphoribosylformylglycinamidine synthase 
Nv.T1.63980.7	P35441	Thrombospondin-1 
Nv.T1.6389.3	P48601	26S proteasome regulatory subunit 4 
Nv.T1.6389.2	P48601	26S proteasome regulatory subunit 4 
Nv.T1.63848.1	Q96AY4	Tetratricopeptide repeat protein 28 
Nv.T1.63799.1	Q8AXY6	"Muscle, skeletal receptor tyrosine protein kinase "
Nv.T1.63797.2	Q6PIC6	Sodium/potassium-transporting ATPase subunit alpha-3 
Nv.T1.63607.2	Q99002	14-3-3 protein homolog 
Nv.T1.63592.2	P68203	Ubiquitin-ribosomal protein eS31 fusion protein [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 
Nv.T1.63572.1	Q00215	"Actin, cytoplasmic "
Nv.T1.63571.9969	Q9UEW3	Macrophage receptor MARCO 
Nv.T1.63571.989	P0CG49	Polyubiquitin-B [Cleaved into: Ubiquitin]
Nv.T1.63571.8917	Q92005	Elongation factor 1-alpha 
Nv.T1.63571.91	Q5R8Z3	Elongation factor 2 
Nv.T1.63571.994	P0CG67	Polyubiquitin-B [Cleaved into: Ubiquitin]
Nv.T1.63571.993	P0CG69	Polyubiquitin [Cleaved into: Ubiquitin]
Nv.T1.63571.8894	Q9YIC0	Elongation factor 1-alpha 
Nv.T1.63571.8843	P08736	Elongation factor 1-alpha 1 
Nv.T1.63571.8842	P53013	Elongation factor 1-alpha 
Nv.T1.63571.8872	Q9YIC0	Elongation factor 1-alpha 
Nv.T1.63571.8853	P08736	Elongation factor 1-alpha 1 
Nv.T1.63571.8480	C0HLJ7	Collagen alpha-1
Nv.T1.63571.8482	Q02388	Collagen alpha-1
Nv.T1.63571.8474	C0HLJ7	Collagen alpha-1
Nv.T1.63571.8475	C0HLJ7	Collagen alpha-1
Nv.T1.63571.8261	O93400	"Actin, cytoplasmic 1 "
Nv.T1.63571.8260	P68142	"Actin, cytoplasmic 1 "
